"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08"
"Fairfax County","VA","Washington-Arlington-Alexandria","51","059",36,449990,449900,449995,466250,474900,474888,459000,449000,425000,425000,424999.5,415000,419900,420000,434900,450000,469000,466416.5,464900,459000,449950,449900,439000,429000,439500,459000,475000,499000,499950,499900,499250,495000,499000,499000,499900,499000,5e+05,5e+05,525000,530000,547950,539000,525000,514937,509000,495000,496000,485000,499888,499000,515000,525000,535000,535000,529000,525000,524900,519900,515000,511000,509900,515000,525000,539900,539500,534900,499000,525000,524990,519900,514999.5,514450,524950,534900,549900,565000,565000,550000,549000,545000,545000,549900,558647.5,552000,559900,575000,589900,589000,589900,589000,579900,574999.5,570000,575000,579900,582000,589514,599825,605000,614950,610000,599950,590000,579000,579000,579963.5,579900,589000,595000,614994.5,619950,630000,629990,629900,621000,610000
"Contra Costa County","CA","San Francisco-Oakland-Hayward","06","013",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488998,475000,465000,450000,446240,439974.5,464900,495000,5e+05,525000,525000,525000,499900,499000,499000,479000,459775,462900,484900,517500,547000,575000,570000,558888,545000,530000,529000,524900,5e+05,510000,539900,570000,589999,595000,599000,579000,560000,570000,574000,555000,549925,549000,569000,599000,6e+05,625000,607400,599894,589900,585000,580000,574500,550000,555000,594000,618888,629900,640000,639900,625000,609000,619000,609949.5,599000,585000,584990,599000,610935,629000,630000,635950,625000,624000
"Salt Lake County","UT","Salt Lake City","49","035",38,244900,239900,238000,239000,239000,234900,229900,225000,221450,219900,219900,210000,205000,207700,208000,199900,2e+05,199900,202000,204900,205000,204949.5,204000,2e+05,199900,207000,209900,208100,215000,219000,219000,229900,229900,234900,235000,234900,228250,225000,229900,239900,247000,255000,261945,259990,259900,259900,264900,262000,259000,258000,259900,269000,274900,275000,275000,275000,276900,275000,274900,275000,279900,284900,289888,299900,307000,311990,314900,319000,315000,314990,311990,309900,311995,310000,324885,324900,335450,339900,339000,335000,328000,328570,329900,329900,329900,335000,341900,350000,350000,350000,349900,350000,350000,350000,349950,350000,359900,356141.5,365000,374000,374900,375000,379900,374950,374950,369999.5,370000,375000,375000,376400,379900,389900,395000,399000,396400,389900
"Travis County","TX","Austin-Round Rock","48","453",39,236500,235000,235000,239900,249900,249900,246900,245500,240000,239900,239990,235000,229900,229900,239000,248000,249583,239900,239000,234900,229000,225000,225000,225000,224900,229970,249000,250000,255000,259900,257990,249900,249000,249500,251825.5,259000,260000,272000,275000,286995,299000,297100,297050,294245,295000,3e+05,309900,308900,318000,328990,339000,349900,350000,360495,349900,349100,349825,349900,349000,354990,350000,355000,364700,374990,375000,379000,369000,373995,369000,375000,369750,378990,375000,378990,380000,382995,380000,390000,389000,380000,384900,385000,385000,378373.5,375000,380945,389900,399000,399500,396990,395000,389900,385000,380995,375000,371245,365000,369000,379000,379900,384850,385000,384000,375000,373580,370000,365000,360000,355000,364900,370000,385990,387900,389000,384990,379900
"Saint Louis County","MO","St. Louis","29","189",40,156250,159900,160000,159900,160000,159900,159900,159000,159000,156375,154900,148000,139900,139900,142000,145000,149900,149900,149900,149900,146000,145000,144900,137500,144900,139900,142500,149900,152900,150000,149900,149000,147009.5,145000,147500,140000,139900,145900,150000,159900,160000,164900,158900,153700,150000,149900,143900,139900,138000,145000,149900,159500,165900,165000,164900,159900,159900,155700,150000,147000,145000,150000,164900,169900,174900,179900,179625,172500,172900,170000,169900,159900,159900,159900,175900,198900,208000,199900,199900,194900,189000,184900,182900,174900,169900,176900,186000,204900,219900,224900,224900,214900,214000,209900,199900,197500,197900,199900,210000,223000,225000,225000,225000,218000,215000,215000,214900,2e+05,199945,215000,225000,234900,240000,239900,230000,225000
"Pima County","AZ","Tucson","04","019",41,205900,2e+05,199900,198418,194203,192537.5,189000,185000,185000,179900,179000,179000,174900,172500,169900,164500,159950,159900,159000,159000,154900,157500,159000,158000,159000,159500,159500,160000,162390,164900,165900,168500,167000,169900,170000,175000,174900,174900,175000,179000,180000,184900,188719,189000,189900,189900,189900,189900,190000,192673,194900,195428.5,198924,198990,198000,197900,199000,199000,199000,199000,199000,199900,199999,199000,2e+05,199965,199000,199000,199500,199900,199000,196400,199000,199000,199900,200900,207949.5,209000,208900,207000,209900,212000,215000,214945,218000,219900,220985,223990,225000,225000,225000,229000,229000,229000,230990,230000,232000,234995,232500,237000,237900,235000,239000,237000,237500,239925,243866,240000,245000,240000,248990,249000,249900,247900,245000,243000
"Montgomery County","MD","Washington-Arlington-Alexandria","24","031",42,366495,370000,379606,389900,395000,389000,380000,369900,349900,354900,352000,340000,339000,339900,350000,374900,384900,383000,380000,380000,379000,377900,374990,360000,369500,379900,399900,415000,438250,430000,424900,419000,419900,425000,419995,399900,399900,410000,424900,440000,449000,449900,439250,429000,437500,429000,419900,419000,409000,415000,431250,449000,459000,450000,449900,434995,439000,435000,425000,419900,415000,415609.5,425000,429000,436995,445000,423500,429900,435000,429900,429900,429450,425000,425000,440000,474900,474900,475000,465000,465000,465000,469450,475000,469900,474000,481923,499900,519900,515000,509900,509900,499900,499999,499990,499990,499900,499900,503261,520000,530000,529900,525000,5e+05,499321,499900,495450,495000,475000,475000,495000,5e+05,524990,525000,525000,519990,509000
"Honolulu County","HI","Urban Honolulu","15","003",43,490000,487000,475000,475000,485000,485000,489000,534950,475450,464950,465000,460000,454000,430000,445000,449000,450000,449000,450000,459000,455000,450000,435000,435000,434900,432650,441010,449000,449900,449000,450000,457609,450000,455000,450000,454000,459000,475000,464653,475000,475000,459000,495000,499000,499000,495000,5e+05,509750,499000,507000,5e+05,5e+05,510000,502000,509950,521000,520000,510000,525000,530000,545000,550000,549000,539800,550000,565000,568500,579450,578000,585000,588000,590000,590000,535000,590000,598000,599000,625000,626474.5,625000,630000,625000,630000,635000,635000,624900,625000,639999,640000,648000,630000,630000,635000,629617.5,628940,638500,630000,625000,615000,620000,631500,643888,639000,645000,642885,635000,643000,649000,648000,640000,649000,645000,649000,640000,639000,639000
"Westchester County","NY","New York-Newark-Jersey City","36","119",44,5e+05,509900,525000,529000,549000,549000,525000,529900,499000,499000,489999,459000,450000,449000,495000,475000,475000,475000,456450,440000,439000,425000,415000,399000,395000,399000,427000,444900,460000,449000,449222,429000,430000,429900,439000,419000,425000,448888,460000,479000,495000,498000,469000,429000,425000,449000,429000,404375,399361,409700,450000,495000,502500,499000,499900,490000,479000,479000,460000,449000,449000,469000,488000,539000,539000,539000,529000,5e+05,499900,509900,499222,485000,479000,499900,539900,560000,573995,575000,555000,535000,536400,525000,520000,499000,499900,549000,574400,599000,623000,625000,599999,580000,595000,598997.5,597000,580000,585000,625000,639900,650000,674000,650000,640000,625000,637430,634900,629000,619000,610497.5,648317,669000,699000,695000,689000,675000,649900
"Milwaukee County","WI","Milwaukee-Waukesha-West Allis","55","079",45,149900,150000,154900,154900,154900,150000,149900,149900,149000,149000,146000,139900,137500,139500,134900,134900,137900,136850,136900,137900,139900,134900,130000,129000,125900,124900,124900,125950,129800,127900,124900,124000,121750,120000,122450,119000,119900,124900,126050,130000,134900,137900,138900,135000,134900,134900,133900,129900,125700,125000,129900,135000,139900,139900,139900,139900,139000,134900,129900,129900,129450,129900,135000,139900,149000,145000,145000,140000,139900,139900,139900,137900,136000,140000,145900,149900,149950,154950,155000,155000,154900,149900,149000,144900,139900,144900,149800,149900,154900,155000,154000,149900,149900,149900,147500,144900,144900,148900,149900,159900,163900,165000,164900,164500,161950,162000,159900,154900,154600,159900,165000,172000,173950,174900,174900,172500
"Fresno County","CA","Fresno","06","019",46,210000,207000,199900,198800,194900,195000,184900,181482.5,183000,179000,179000,174900,174900,159900,164990,159900,160000,162900,159900,164950,161999.5,159900,159900,159000,158950,153550,153500,150000,159950,165000,170000,174995,175000,179000,175000,175000,179900,185000,195000,204999.5,218000,227250,234900,234625,239925,239000,239000,230990,234000,239900,242450,244900,246900,249950,250000,254900,250000,245450,249000,249500,248975,249900,249950,255000,264925,267999.5,269000,269000,262500,259000,256850,258950,253945,255000,259000,259000,264900,266700,274950,269900,269900,269000,262000,265000,259000,259999,264925,275000,284900,285000,289974,285000,288000,292000,290000,292000,289900,277500,284900,299000,298900,299000,299900,299900,299000,299000,299000,298000,295950,289000,289950,299925,303245,308000,309000,309500
"Shelby County","TN","Memphis","47","157",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144500,140000,142500,133945,139900,147900,144000,149900,149900,149900,145000,138400,134900,130000,130000,129900,129900,139900,149900,158000,159900,147900,139900,139900,138900,132000,132900,129900,134500,145700,154900,159900,165500,160000,157500,159500,149900,145000,135600,135000,139900,152950,160000,164950,169900,169000,167700,166950,167250,153299,144752.5,147033,159900,170000,179900,184900,184900,179900,180000,175000,170000,160000,159900,159900,169925,180000,189500,195000,197000,192900
"Fulton County","GA","Atlanta-Sandy Springs-Roswell","13","121",48,219900,219900,221449.5,225000,224900,219900,219900,225000,209000,199900,199900,194900,184900,189000,184900,187900,189900,189500,188000,184990,188513.5,179900,175000,169900,169900,177900,184900,190000,2e+05,210000,200170,199900,205990,209900,213555,210000,215000,225000,225000,237400,240000,247900,249000,240000,239900,239000,228000,220000,219900,225000,245000,259900,265000,270650,274675,269500,252056,249000,246886,247503,245000,249900,250000,260000,269130,275530,265000,269990,269990,275000,269900,265000,268700,274999,289000,309700,319900,310000,312000,309250,305000,315000,315000,3e+05,299900,319000,345000,364900,366391.5,370000,355516.5,349500,356925,364171.5,359949,360000,364500,369000,378260,395000,4e+05,4e+05,380000,369900,372135,370000,369900,365000,359000,355000,368995,377500,375000,373900,360000,350000
"Mecklenburg County","NC","Charlotte-Concord-Gastonia","37","119",49,189900,194500,190000,193900,190000,190000,189350,189900,185381,185000,184900,177897.5,174997.5,175000,175000,179000,179900,179900,179000,178969.5,175000,175000,174900,173990,174900,177930,182315,184900,184900,184900,179900,184945,182000,184900,182400,185000,188250,199400,205999,211990,214467,214000,210000,209971,209900,209000,205000,2e+05,198990,2e+05,215000,220990,224500,224500,222000,219900,219900,219900,219990,219990,225000,230000,233000,242990,249925,250000,251999,250000,249000,253450,254900,250000,264400,274900,279900,285900,289900,289000,289900,281990,284500,285900,285000,289900,287500,285000,294500,3e+05,304900,305000,299000,295005,299900,3e+05,3e+05,306195,310209,320000,325000,319900,317990,318000,315000,312200,315000,315000,314885,312990,312000,318888,317995,324900,321156.5,320000,318600,314900
"Erie County","NY","Buffalo-Cheektowaga-Niagara Falls","36","029",50,139900,143000,149500,145500,149900,149900,147900,147000,144900,139990,139999.5,139900,139900,144900,144900,144900,148900,149900,149900,149055.5,145950,145900,145000,145000,145000,149900,149900,149900,149900,149900,145000,148000,148900,143250,144900,144700,139999.5,143900,140000,149900,149549,149900,147900,144900,146450,140900,139900,137700,135700,139900,142500,144900,149900,154900,154900,149900,149900,149900,149900,149900,149900,149900,149900,152900,158950,159900,159900,157900,159900,155000,154900,152500,150000,149999,150000,157700,164838.5,165950,159900,157900,158000,152000,153000,154900,154900,154900,159900,165000,166250,169900,169900,169900,169900,169900,163500,160000,162950,160000,167750,169900,174000,179900,179900,175000,174500,170000,169900,169000,169900,169900,178500,180000,189500,189900,189250,184900
"DuPage County","IL","Chicago-Naperville-Elgin","17","043",51,279900,279900,279900,275000,279000,279000,274900,274500,262875,259900,255000,249000,239900,236700,239900,239999,245900,249500,246500,239900,239500,234900,228000,219900,219900,225000,229900,232300,235995,239900,234900,229900,229000,229000,229900,223700,224900,234900,240000,250000,265000,269900,269900,268900,269900,269900,274900,269000,269900,279900,289000,289900,299000,299900,299000,297000,294500,294070,290000,289000,290000,299000,299900,299500,299999,304250,3e+05,3e+05,299999,304807.5,3e+05,299900,299900,315000,320000,325000,329000,330000,329900,329900,329900,329900,333500,335000,334949.5,339900,339900,345450,345000,344900,339999,339000,339000,339000,339400,339900,342000,349900,349900,349900,350000,350000,349900,347628,345000,339900,339900,339000,339900,348900,349900,349900,349900,349900,349000,340950
"Fairfield County","CT","Bridgeport-Stamford-Norwalk","09","001",52,514731,519000,505900,510000,524900,519000,518450,499900,494900,489900,489000,465000,474900,469000,465900,479000,479949.5,485000,475000,459000,450000,450000,449500,449000,439900,449900,459000,469999,484900,479900,460000,449000,469900,469900,470000,469500,465000,495000,499000,499000,5e+05,505000,499900,489900,499500,499000,489949.5,479900,479000,499000,525000,539000,529900,525000,509999,499900,499000,499000,484900,475000,475000,499000,519900,518000,525000,525000,519000,508500,514450,509000,499900,499000,499900,529500,539900,549900,559000,575000,575000,550000,561000,555000,553950,529700,529000,569000,575000,579900,575000,574900,564900,529900,570000,575000,575000,565000,578999,599000,6e+05,629000,617865.5,599900,599000,585000,595000,595000,599000,595000,599000,599000,599000,615000,599000,594900,589000,570000
